name,cont_estres_R1,cont_estres_R2,cont_estres_R3,control_R1,control_R2,ctrl_N7_XT17_R1,ctrl_N7_XT17_R2,ctrl_N7_XT17_R3,estres_N7_XT17_R1,estres_N7_XT17_R2,estres_N7_XT17_R3
AVESA.00001b.r3.5Ag0002275,20,13,25,9,12,2,21,14,23,10,36
AVESA.00001b.r3.5Ag0002276,4,1,4,2,6,0,1,4,2,2,3
AVESA.00001b.r3.5Ag0002277,38,47,38,52,36,28,35,37,42,27,46
AVESA.00001b.r3.5Ag0002278,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002279,2,3,7,2,0,0,3,5,4,0,9
AVESA.00001b.r3.5Ag0002280,4,5,6,7,8,6,14,6,2,4,15
AVESA.00001b.r3.5Ag0002281,63,102,72,81,54,20,125,142,119,102,106
AVESA.00001b.r3.5Ag0002282,6,22,41,31,39,12,81,64,30,34,38
AVESA.00001b.r3.5Ag0002283,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002284,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002285,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002286,2,2,0,0,0,0,2,3,2,4,3
AVESA.00001b.r3.5Ag0002287,0,2,2,6,2,2,4,4,4,3,0
AVESA.00001b.r3.5Ag0002288,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002289,16,12,19,18,12,9,23,18,22,16,20
AVESA.00001b.r3.5Ag0002290,4,13,25,3,10,4,25,37,15,21,11
AVESA.00001b.r3.5Ag0002291,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002292,0,0,1,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002293,36,32,56,27,32,18,21,11,60,26,62
AVESA.00001b.r3.5Ag0002294,17,10,21,14,5,2,13,3,14,3,14
AVESA.00001b.r3.5Ag0002295,4,16,15,11,13,3,8,5,18,11,15
AVESA.00001b.r3.5Ag0002296,10,3,4,9,2,2,2,8,7,6,5
AVESA.00001b.r3.5Ag0002297,2,2,7,0,2,3,4,3,8,6,7
AVESA.00001b.r3.5Ag0002298,0,0,0,0,3,0,0,2,2,0,0
AVESA.00001b.r3.5Ag0002299,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002300,2,3,6,1,2,0,3,3,4,7,4
AVESA.00001b.r3.5Ag0002301,0,2,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002302,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002303,10,20,24,8,11,4,12,13,21,10,19
AVESA.00001b.r3.5Ag0002304,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002305,6,2,6,0,6,0,11,9,4,2,11
AVESA.00001b.r3.5Ag0002306,2,2,1,2,0,0,0,0,0,0,3
AVESA.00001b.r3.5Ag0002307,0,2,4,0,7,1,11,2,7,1,6
AVESA.00001b.r3.5Ag0002308,0,0,0,0,0,0,0,0,1,0,2
AVESA.00001b.r3.5Ag0002309,10,0,2,4,4,3,5,13,5,2,0
AVESA.00001b.r3.5Ag0002310,2,2,4,0,2,3,0,2,0,2,0
AVESA.00001b.r3.5Ag0002311,2,0,0,0,2,0,0,1,6,1,0
AVESA.00001b.r3.5Ag0002312,4,14,2,4,10,0,4,0,2,3,8
AVESA.00001b.r3.5Ag0002313,13,10,18,25,22,69,27,12,11,22,6
AVESA.00001b.r3.5Ag0002314,0,0,0,0,0,0,2,0,2,0,0
AVESA.00001b.r3.5Ag0002315,0,7,8,3,5,0,8,9,13,8,11
AVESA.00001b.r3.5Ag0002316,4,6,2,2,2,0,4,0,3,1,6
AVESA.00001b.r3.5Ag0002317,0,0,1,0,1,2,0,0,4,0,0
AVESA.00001b.r3.5Ag0002318,0,12,20,6,6,0,8,3,0,6,24
AVESA.00001b.r3.5Ag0002319,10,24,16,13,10,0,27,17,17,14,9
AVESA.00001b.r3.5Ag0002320,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002321,0,0,8,4,4,2,0,2,9,2,3
AVESA.00001b.r3.5Ag0002322,0,2,0,0,2,0,2,3,0,3,1
AVESA.00001b.r3.5Ag0002323,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002324,98,96,91,46,39,22,55,68,120,81,86
AVESA.00001b.r3.5Ag0002325,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002326,44,32,28,33,35,85,38,37,55,23,51
AVESA.00001b.r3.5Ag0002327,6,2,4,0,4,0,0,2,2,2,0
AVESA.00001b.r3.5Ag0002328,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002329,13,2,3,4,2,0,5,2,3,7,0
AVESA.00001b.r3.5Ag0002330,14,6,5,18,10,12,5,8,14,8,12
AVESA.00001b.r3.5Ag0002331,0,3,1,0,0,0,0,3,0,0,0
AVESA.00001b.r3.5Ag0002332,1,0,1,1,0,12,7,0,1,3,7
AVESA.00001b.r3.5Ag0002333,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002334,579,342,453,354,404,410,279,300,602,296,424
AVESA.00001b.r3.5Ag0002335,23,32,22,20,15,4,27,21,51,35,35
AVESA.00001b.r3.5Ag0002336,93,46,73,81,42,14,48,86,69,59,100
AVESA.00001b.r3.5Ag0002337,26,20,34,39,37,24,26,34,24,28,50
AVESA.00001b.r3.5Ag0002338,19,0,8,10,2,5,16,16,15,8,18
AVESA.00001b.r3.5Ag0002339,11,16,24,22,27,21,36,20,36,23,26
AVESA.00001b.r3.5Ag0002340,9,11,17,11,20,5,15,14,16,23,20
AVESA.00001b.r3.5Ag0002341,9,21,20,9,17,6,20,20,13,25,14
AVESA.00001b.r3.5Ag0002342,25,10,17,9,18,4,11,21,34,7,28
AVESA.00001b.r3.5Ag0002343,12,10,20,12,21,24,15,20,12,4,11
AVESA.00001b.r3.5Ag0002344,6,13,6,11,11,2,7,13,14,7,3
AVESA.00001b.r3.5Ag0002345,10,27,17,34,16,5,20,24,24,24,25
AVESA.00001b.r3.5Ag0002346,15,6,13,2,12,1,11,8,13,9,7
AVESA.00001b.r3.5Ag0002347,9,0,16,11,14,13,37,17,27,2,11
AVESA.00001b.r3.5Ag0002348,21,7,14,14,10,22,12,21,21,9,17
AVESA.00001b.r3.5Ag0002349,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002350,22,14,14,8,11,7,7,4,13,15,21
AVESA.00001b.r3.5Ag0002351,43,43,46,27,26,32,19,12,66,43,47
AVESA.00001b.r3.5Ag0002352,0,0,0,0,0,0,0,0,0,0,1
AVESA.00001b.r3.5Ag0002353,40,59,57,26,55,18,42,52,74,42,55
AVESA.00001b.r3.5Ag0002354,0,6,2,1,0,2,4,2,4,3,0
AVESA.00001b.r3.5Ag0002355,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002356,4,2,3,2,6,6,0,3,7,1,4
AVESA.00001b.r3.5Ag0002357,2,8,6,4,7,5,2,5,0,9,2
AVESA.00001b.r3.5Ag0002358,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002359,16,25,17,5,8,4,22,12,10,7,18
AVESA.00001b.r3.5Ag0002360,5,2,4,3,4,0,2,0,2,3,2
AVESA.00001b.r3.5Ag0002361,19,13,13,6,16,2,14,12,12,7,22
AVESA.00001b.r3.5Ag0002362,8,11,17,6,15,10,12,17,15,14,14
AVESA.00001b.r3.5Ag0002363,0,0,0,0,1,0,1,1,4,1,4
AVESA.00001b.r3.5Ag0002364,44,14,44,37,34,12,37,37,64,21,36
AVESA.00001b.r3.5Ag0002365,6,2,8,6,4,32,6,13,16,5,10
AVESA.00001b.r3.5Ag0002366,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002367,0,0,3,3,2,4,12,5,4,0,2
AVESA.00001b.r3.5Ag0002368,23,25,25,30,21,4,24,18,21,38,52
AVESA.00001b.r3.5Ag0002369,2,0,0,0,0,0,0,0,2,0,1
AVESA.00001b.r3.5Ag0002370,8,16,2,20,37,2,20,25,22,15,28
AVESA.00001b.r3.5Ag0002371,63,57,62,33,75,27,51,68,57,72,48
AVESA.00001b.r3.5Ag0002372,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002373,12,5,6,4,10,8,3,6,13,8,12
AVESA.00001b.r3.5Ag0002374,8,4,11,6,0,0,2,0,2,3,4
AVESA.00001b.r3.5Ag0002375,2,8,6,3,6,1,1,4,7,2,2
AVESA.00001b.r3.5Ag0002376,15,26,10,25,6,16,21,16,22,11,14
AVESA.00001b.r3.5Ag0002377,24,12,20,13,17,0,17,17,29,21,17
AVESA.00001b.r3.5Ag0002378,4,15,18,7,8,6,12,5,8,11,16
AVESA.00001b.r3.5Ag0002379,90,81,100,83,101,37,82,52,95,61,86
AVESA.00001b.r3.5Ag0002380,6,10,16,11,7,0,13,8,16,21,16
AVESA.00001b.r3.5Ag0002381,19,24,43,15,17,7,34,26,36,29,23
AVESA.00001b.r3.5Ag0002382,11,8,18,5,8,2,5,5,14,9,15
AVESA.00001b.r3.5Ag0002383,15,3,14,9,4,6,14,8,23,2,21
AVESA.00001b.r3.5Ag0002384,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002385,33,78,63,26,45,16,58,38,53,48,68
AVESA.00001b.r3.5Ag0002386,18,41,29,43,36,9,25,21,56,43,58
AVESA.00001b.r3.5Ag0002387,49,86,99,76,58,9,64,96,126,67,76
AVESA.00001b.r3.5Ag0002388,0,4,0,0,0,2,0,1,0,0,2
AVESA.00001b.r3.5Ag0002389,0,2,0,0,0,1,2,2,0,0,0
AVESA.00001b.r3.5Ag0002390,15,54,16,11,23,2,5,17,15,24,22
AVESA.00001b.r3.5Ag0002391,4,13,8,7,15,6,9,14,19,12,17
AVESA.00001b.r3.5Ag0002392,16,28,15,6,20,2,19,14,9,28,28
AVESA.00001b.r3.5Ag0002393,17,12,4,2,2,5,4,0,1,5,3
AVESA.00001b.r3.5Ag0002394,16,5,10,6,6,5,10,9,10,6,22
AVESA.00001b.r3.5Ag0002395,36,20,28,18,6,7,16,13,47,16,32
AVESA.00001b.r3.5Ag0002396,154,54,106,96,67,200,133,174,113,100,119
AVESA.00001b.r3.5Ag0002397,0,0,4,0,0,0,2,3,4,3,0
AVESA.00001b.r3.5Ag0002398,0,0,8,1,2,0,9,4,2,8,1
AVESA.00001b.r3.5Ag0002399,0,21,2,6,4,6,2,4,6,8,3
AVESA.00001b.r3.5Ag0002400,0,1,0,0,0,2,0,1,0,0,1
AVESA.00001b.r3.5Ag0002401,0,0,0,0,0,0,0,2,0,0,1
AVESA.00001b.r3.5Ag0002402,8,4,17,5,16,5,8,3,11,8,6
AVESA.00001b.r3.5Ag0002403,31,33,77,44,51,20,36,49,57,26,52
AVESA.00001b.r3.5Ag0002404,12,11,18,14,20,4,20,15,23,14,16
AVESA.00001b.r3.5Ag0002405,4,4,4,4,4,0,8,7,0,11,8
AVESA.00001b.r3.5Ag0002406,0,4,13,6,6,0,6,12,6,2,12
AVESA.00001b.r3.5Ag0002407,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002408,42,59,66,42,54,6,58,97,104,40,78
AVESA.00001b.r3.5Ag0002409,0,0,0,0,0,0,0,0,1,1,0
AVESA.00001b.r3.5Ag0002410,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0002411,100,66,65,77,54,20,50,54,85,49,91
AVESA.00001b.r3.5Ag0002412,0,0,0,0,1,0,1,0,0,0,0
AVESA.00001b.r3.5Ag0002413,2,4,0,6,2,0,0,2,0,0,0
AVESA.00001b.r3.5Ag0002414,2,0,0,0,1,0,0,1,4,0,1
AVESA.00001b.r3.5Ag0002415,4,4,8,12,11,5,7,8,10,11,8
AVESA.00001b.r3.5Ag0002416,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002417,40,37,33,21,19,8,14,24,70,27,44
AVESA.00001b.r3.5Ag0002418,6,3,5,4,2,4,6,6,6,9,4
AVESA.00001b.r3.5Ag0002419,79,94,140,84,95,32,69,89,120,88,143
AVESA.00001b.r3.5Ag0002420,6,8,15,2,15,6,8,3,7,7,11
AVESA.00001b.r3.5Ag0002421,0,0,0,0,0,3,0,2,0,1,2
AVESA.00001b.r3.5Ag0002422,228,384,328,279,231,107,266,265,321,352,288
AVESA.00001b.r3.5Ag0002423,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002424,49,29,38,29,17,5,33,35,32,22,30
AVESA.00001b.r3.5Ag0002425,0,0,0,1,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0002426,35,44,50,52,53,28,63,77,46,54,45
AVESA.00001b.r3.5Ag0002427,45,31,36,37,31,17,24,34,50,20,38
AVESA.00001b.r3.5Ag0002428,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002429,1468,1513,2141,2828,1926,3667,2963,3809,1615,1886,1843
AVESA.00001b.r3.5Ag0002430,8,2,12,8,2,0,2,4,12,8,14
AVESA.00001b.r3.5Ag0002431,3,11,0,0,2,0,3,0,2,11,10
AVESA.00001b.r3.5Ag0002432,100,4,11,24,12,11,13,19,70,6,32
AVESA.00001b.r3.5Ag0002433,2,0,0,2,0,0,0,2,2,2,3
AVESA.00001b.r3.5Ag0002434,0,0,0,0,0,2,0,0,0,0,1
AVESA.00001b.r3.5Ag0002435,0,4,0,0,0,2,0,1,0,0,0
AVESA.00001b.r3.5Ag0002436,37,27,26,18,16,4,22,34,53,20,37
AVESA.00001b.r3.5Ag0002437,8,8,18,15,24,6,15,11,25,16,15
AVESA.00001b.r3.5Ag0002438,24,34,41,46,34,8,57,55,47,49,57
AVESA.00001b.r3.5Ag0002439,0,2,0,2,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002440,29,28,40,28,19,8,57,66,56,28,42
AVESA.00001b.r3.5Ag0002441,6,15,12,7,29,9,23,14,17,19,17
AVESA.00001b.r3.5Ag0002442,0,0,0,3,0,2,1,0,0,0,0
AVESA.00001b.r3.5Ag0002443,32,18,32,27,18,40,22,27,30,15,12
AVESA.00001b.r3.5Ag0002444,0,0,0,2,2,0,2,3,2,1,4
AVESA.00001b.r3.5Ag0002445,12,2,7,16,3,0,8,4,4,2,9
AVESA.00001b.r3.5Ag0002446,0,0,0,0,2,2,0,1,2,1,4
AVESA.00001b.r3.5Ag0002447,14,6,15,12,18,3,11,23,12,6,8
AVESA.00001b.r3.5Ag0002448,5,0,8,5,11,10,3,17,7,15,12
AVESA.00001b.r3.5Ag0002449,77,111,139,76,103,39,105,80,123,97,122
AVESA.00001b.r3.5Ag0002450,115,75,137,78,110,115,100,97,128,81,114
AVESA.00001b.r3.5Ag0002451,27,32,31,38,31,12,35,28,50,28,49
AVESA.00001b.r3.5Ag0002452,4,8,2,8,4,0,3,2,4,6,6
AVESA.00001b.r3.5Ag0002453,9,13,11,7,11,2,9,2,11,13,16
AVESA.00001b.r3.5Ag0002454,2,2,3,2,3,0,0,2,2,2,0
AVESA.00001b.r3.5Ag0002455,9,7,7,8,16,0,14,4,6,2,10
AVESA.00001b.r3.5Ag0002456,0,0,0,0,1,0,0,2,1,2,2
AVESA.00001b.r3.5Ag0002457,2,2,2,0,0,2,0,3,0,0,1
AVESA.00001b.r3.5Ag0002458,0,0,0,0,0,0,0,0,0,0,2
AVESA.00001b.r3.5Ag0002459,5,15,8,6,6,19,2,9,8,7,1
AVESA.00001b.r3.5Ag0002460,7,1,9,6,5,0,11,9,14,9,23
AVESA.00001b.r3.5Ag0002461,7,3,0,4,6,0,0,3,2,3,4
AVESA.00001b.r3.5Ag0002462,41,18,30,16,23,26,18,9,26,28,19
AVESA.00001b.r3.5Ag0002463,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002464,0,0,0,0,0,1,0,0,0,0,0
AVESA.00001b.r3.5Ag0002465,1,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002466,23,0,2,3,0,9,6,8,3,2,0
AVESA.00001b.r3.5Ag0002467,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002468,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002469,56,12,25,7,7,7,7,16,49,26,28
AVESA.00001b.r3.5Ag0002470,34,11,27,25,16,40,22,58,33,21,24
AVESA.00001b.r3.5Ag0002471,0,6,2,2,0,0,0,1,9,3,4
AVESA.00001b.r3.5Ag0002472,0,1,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002473,2,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002474,2,0,0,1,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002475,2,2,0,0,2,2,0,1,0,0,2
AVESA.00001b.r3.5Ag0002476,0,2,4,4,4,6,6,3,2,5,4
AVESA.00001b.r3.5Ag0002477,2,0,0,3,0,3,3,1,1,0,3
AVESA.00001b.r3.5Ag0002478,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002479,6,16,14,11,31,2,10,10,19,16,24
AVESA.00001b.r3.5Ag0002480,28,36,43,26,29,16,31,28,34,41,33
AVESA.00001b.r3.5Ag0002481,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002482,4,7,16,9,4,0,6,8,6,8,12
AVESA.00001b.r3.5Ag0002483,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002484,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002485,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002486,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002487,0,0,0,0,0,0,0,0,1,0,0
AVESA.00001b.r3.5Ag0002488,8,2,6,20,6,4,3,3,5,4,5
AVESA.00001b.r3.5Ag0002489,8,7,3,8,4,2,12,5,2,3,5
AVESA.00001b.r3.5Ag0002490,4,2,8,2,10,1,6,9,8,10,5
AVESA.00001b.r3.5Ag0002491,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002492,0,0,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0002493,2,0,2,0,0,0,1,0,0,0,0
AVESA.00001b.r3.5Ag0002494,35,13,13,20,35,39,49,42,27,15,21
AVESA.00001b.r3.5Ag0002495,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002496,85,21,58,40,14,17,99,91,95,27,32
AVESA.00001b.r3.5Ag0002497,9,4,9,7,8,3,10,20,12,8,8
AVESA.00001b.r3.5Ag0002498,0,2,1,1,2,0,0,1,0,1,0
AVESA.00001b.r3.5Ag0002499,0,0,0,0,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0002500,86,93,122,80,117,68,119,163,115,123,175
AVESA.00001b.r3.5Ag0002501,4,0,2,1,4,0,1,0,4,1,4
AVESA.00001b.r3.5Ag0002502,2,0,2,4,2,5,5,9,8,0,0
AVESA.00001b.r3.5Ag0002503,21,46,42,17,31,5,44,76,56,21,25
AVESA.00001b.r3.5Ag0002504,29,45,43,29,30,6,33,26,30,35,52
AVESA.00001b.r3.5Ag0002505,4,3,1,0,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0002506,4,0,4,2,3,0,4,5,9,4,3
AVESA.00001b.r3.5Ag0002507,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002508,82,44,75,35,45,22,15,27,71,69,66
AVESA.00001b.r3.5Ag0002509,42,40,48,25,31,14,35,29,43,48,33
AVESA.00001b.r3.5Ag0002510,31,21,17,15,34,5,18,21,19,16,24
AVESA.00001b.r3.5Ag0002511,0,0,0,0,0,0,0,1,0,0,2
AVESA.00001b.r3.5Ag0002512,96,32,59,48,54,59,21,28,66,12,56
AVESA.00001b.r3.5Ag0002513,36,47,31,31,35,34,44,38,31,27,26
AVESA.00001b.r3.5Ag0002514,51,19,39,27,21,26,25,47,43,15,41
AVESA.00001b.r3.5Ag0002515,0,0,2,2,0,0,0,2,12,0,0
AVESA.00001b.r3.5Ag0002516,59,79,112,47,108,16,100,106,114,102,89
AVESA.00001b.r3.5Ag0002517,2,2,1,2,4,0,0,5,1,0,9
AVESA.00001b.r3.5Ag0002518,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002519,4,1,3,2,3,6,5,2,12,4,4
AVESA.00001b.r3.5Ag0002520,8,5,16,5,5,2,8,4,1,2,7
AVESA.00001b.r3.5Ag0002521,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0002522,11,6,11,8,17,0,2,4,9,10,8
AVESA.00001b.r3.5Ag0002523,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002524,22,37,43,49,42,13,49,43,68,48,45
AVESA.00001b.r3.5Ag0002525,4,0,1,0,2,4,4,2,0,5,1
AVESA.00001b.r3.5Ag0002526,12,2,12,1,4,26,16,9,11,2,11
AVESA.00001b.r3.5Ag0002527,11,4,10,2,0,4,4,4,6,1,7
AVESA.00001b.r3.5Ag0002528,0,0,0,0,0,0,1,0,0,0,0
AVESA.00001b.r3.5Ag0002529,65,38,53,39,13,24,19,25,78,25,37
AVESA.00001b.r3.5Ag0002530,65,64,88,47,61,7,69,60,82,44,77
AVESA.00001b.r3.5Ag0002531,18,10,12,15,3,16,14,20,24,9,14
AVESA.00001b.r3.5Ag0002532,0,0,0,2,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002533,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002534,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002535,0,0,2,0,0,0,2,0,2,0,0
AVESA.00001b.r3.5Ag0002536,19,32,21,25,24,0,17,28,20,21,25
AVESA.00001b.r3.5Ag0002537,11,6,8,7,12,1,8,10,16,6,12
AVESA.00001b.r3.5Ag0002538,61,97,99,59,75,36,67,56,73,76,114
AVESA.00001b.r3.5Ag0002539,27,25,29,23,17,27,7,15,38,36,44
AVESA.00001b.r3.5Ag0002540,17,10,28,11,8,12,17,33,23,13,34
AVESA.00001b.r3.5Ag0002541,2,53,14,33,43,17,43,17,6,35,23
AVESA.00001b.r3.5Ag0002542,0,0,0,0,0,0,0,0,0,2,0
AVESA.00001b.r3.5Ag0002543,20,19,28,13,20,12,17,17,10,18,34
AVESA.00001b.r3.5Ag0002544,102,81,92,115,116,104,108,73,86,82,113
AVESA.00001b.r3.5Ag0002545,64,48,71,62,38,18,50,50,91,32,75
AVESA.00001b.r3.5Ag0002546,6,4,0,4,0,0,1,3,2,3,2
AVESA.00001b.r3.5Ag0002547,100,166,124,106,191,98,302,305,230,202,186
AVESA.00001b.r3.5Ag0002548,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002549,6,4,12,2,2,0,2,1,8,0,10
AVESA.00001b.r3.5Ag0002550,11,7,25,11,4,0,2,13,25,5,20
AVESA.00001b.r3.5Ag0002551,281,305,319,278,398,654,381,418,303,371,338
AVESA.00001b.r3.5Ag0002552,13,9,12,8,7,8,6,15,6,8,13
AVESA.00001b.r3.5Ag0002553,4,1,2,3,0,0,2,2,6,1,4
AVESA.00001b.r3.5Ag0002554,24,7,21,24,9,13,26,31,33,13,54
AVESA.00001b.r3.5Ag0002555,4,2,3,1,3,0,0,0,0,1,2
AVESA.00001b.r3.5Ag0002556,159,75,119,56,40,15,22,23,364,25,219
AVESA.00001b.r3.5Ag0002557,35,17,22,22,28,26,24,23,13,19,20
AVESA.00001b.r3.5Ag0002558,31,20,13,23,20,5,32,19,36,19,31
AVESA.00001b.r3.5Ag0002559,2,2,8,3,4,4,9,3,4,3,2
AVESA.00001b.r3.5Ag0002560,14,2,6,6,1,4,3,6,3,1,8
AVESA.00001b.r3.5Ag0002561,3,0,9,6,0,2,7,8,7,7,8
AVESA.00001b.r3.5Ag0002562,5,1,1,2,3,2,0,12,3,3,0
AVESA.00001b.r3.5Ag0002563,6,9,6,2,3,2,8,13,8,0,2
AVESA.00001b.r3.5Ag0002564,6,1,2,2,5,1,5,10,3,2,0
AVESA.00001b.r3.5Ag0002565,1,0,2,2,0,2,1,0,4,0,0
AVESA.00001b.r3.5Ag0002566,10,11,18,7,18,0,13,12,15,17,15
AVESA.00001b.r3.5Ag0002567,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002568,2,0,0,0,0,2,0,2,0,0,0
AVESA.00001b.r3.5Ag0002569,0,0,0,1,0,0,2,1,0,0,2
AVESA.00001b.r3.5Ag0002570,0,0,3,2,0,0,0,0,0,5,0
AVESA.00001b.r3.5Ag0002571,4,1,4,1,3,0,0,4,1,4,6
AVESA.00001b.r3.5Ag0002572,0,0,0,0,0,0,2,0,0,0,0
AVESA.00001b.r3.5Ag0002573,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002574,1692,1493,1806,1041,1033,554,1035,792,2177,1019,1986
AVESA.00001b.r3.5Ag0002575,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002576,2,2,0,0,0,0,4,3,0,2,2
AVESA.00001b.r3.5Ag0002577,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0002578,144,57,106,76,52,84,35,39,142,37,139
AVESA.00001b.r3.5Ag0002579,5,6,7,12,8,6,5,12,0,4,10
AVESA.00001b.r3.5Ag0002580,11,30,24,15,6,12,19,16,25,15,33
AVESA.00001b.r3.5Ag0002581,7,4,10,3,3,4,6,2,3,4,7
AVESA.00001b.r3.5Ag0002582,0,0,0,0,0,0,0,0,4,0,0
AVESA.00001b.r3.5Ag0002583,2,0,4,7,6,0,4,0,2,1,4
AVESA.00001b.r3.5Ag0002584,97,107,173,129,107,43,103,121,148,93,166
AVESA.00001b.r3.5Ag0002585,1,8,3,0,2,2,4,9,13,4,4
AVESA.00001b.r3.5Ag0002586,10,26,20,6,18,4,14,15,11,14,16
AVESA.00001b.r3.5Ag0002587,2,2,0,0,1,2,0,0,3,5,1
AVESA.00001b.r3.5Ag0002588,0,0,0,0,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0002589,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002590,0,2,6,0,0,0,2,4,3,1,2
AVESA.00001b.r3.5Ag0002591,5,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002592,5,6,6,5,4,1,6,0,12,3,4
AVESA.00001b.r3.5Ag0002593,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002594,110,139,171,126,134,56,173,229,134,166,173
AVESA.00001b.r3.5Ag0002595,0,0,0,1,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002596,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002597,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002598,23,18,27,37,17,10,24,27,30,23,14
AVESA.00001b.r3.5Ag0002599,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002600,1,0,0,2,1,0,0,1,0,1,0
AVESA.00001b.r3.5Ag0002601,15,13,32,28,15,2,20,35,29,16,41
AVESA.00001b.r3.5Ag0002602,0,0,0,0,0,0,1,4,0,0,1
AVESA.00001b.r3.5Ag0002603,0,0,0,0,0,0,0,0,0,0,2
