name,cont_estres_R1,cont_estres_R2,cont_estres_R3,control_R1,control_R2,ctrl_N7_XT17_R1,ctrl_N7_XT17_R2,ctrl_N7_XT17_R3,estres_N7_XT17_R1,estres_N7_XT17_R2,estres_N7_XT17_R3
AVESA.00001b.r3.5Ag0001945,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0001946,5,2,6,8,2,16,22,34,8,7,14
AVESA.00001b.r3.5Ag0001947,24,4,18,10,24,14,23,18,24,10,18
AVESA.00001b.r3.5Ag0001948,2,4,4,0,2,0,6,3,4,2,10
AVESA.00001b.r3.5Ag0001949,0,9,4,0,0,0,4,0,0,1,2
AVESA.00001b.r3.5Ag0001950,2,0,0,0,0,0,2,0,2,1,0
AVESA.00001b.r3.5Ag0001951,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001952,156,111,135,149,157,123,125,162,143,116,132
AVESA.00001b.r3.5Ag0001953,18,22,27,21,26,4,14,13,11,11,18
AVESA.00001b.r3.5Ag0001954,133,111,136,90,82,68,83,125,115,61,127
AVESA.00001b.r3.5Ag0001955,2,2,0,0,0,0,1,0,0,0,0
AVESA.00001b.r3.5Ag0001956,6,2,9,2,4,5,10,19,9,3,6
AVESA.00001b.r3.5Ag0001957,297,233,321,134,222,253,163,278,418,343,383
AVESA.00001b.r3.5Ag0001958,12,14,18,9,10,13,6,8,15,4,21
AVESA.00001b.r3.5Ag0001959,59,56,55,33,68,18,41,79,97,61,56
AVESA.00001b.r3.5Ag0001960,31,25,32,19,24,18,30,27,28,22,35
AVESA.00001b.r3.5Ag0001961,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001962,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0001963,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001964,11,15,15,12,26,14,7,17,22,11,22
AVESA.00001b.r3.5Ag0001965,8,7,13,19,10,8,10,5,11,9,15
AVESA.00001b.r3.5Ag0001966,32,8,27,5,16,0,21,12,18,22,24
AVESA.00001b.r3.5Ag0001967,0,0,0,0,0,0,0,0,0,3,0
AVESA.00001b.r3.5Ag0001968,79,219,236,111,114,37,154,101,244,128,240
AVESA.00001b.r3.5Ag0001969,25,22,26,20,22,0,7,23,31,32,23
AVESA.00001b.r3.5Ag0001970,2,2,2,0,0,2,2,2,9,3,2
AVESA.00001b.r3.5Ag0001971,0,5,2,0,0,0,0,0,2,0,2
AVESA.00001b.r3.5Ag0001972,8,8,14,9,8,0,5,8,4,7,20
AVESA.00001b.r3.5Ag0001973,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001974,43,45,47,58,67,28,74,76,61,81,89
AVESA.00001b.r3.5Ag0001975,57,11,62,68,46,51,102,140,47,59,57
AVESA.00001b.r3.5Ag0001976,0,0,0,0,0,0,2,1,0,2,0
AVESA.00001b.r3.5Ag0001977,94,91,79,91,84,56,79,107,69,53,107
AVESA.00001b.r3.5Ag0001978,4,4,8,4,6,0,10,2,8,3,11
AVESA.00001b.r3.5Ag0001979,14,17,24,14,16,12,11,16,18,12,24
AVESA.00001b.r3.5Ag0001980,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001981,19,21,13,10,16,10,33,18,19,14,12
AVESA.00001b.r3.5Ag0001982,19,12,24,6,17,0,18,8,21,12,22
AVESA.00001b.r3.5Ag0001983,35,82,75,48,89,37,83,104,54,80,76
AVESA.00001b.r3.5Ag0001984,0,0,0,0,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0001985,8,8,4,8,5,4,13,8,16,13,17
AVESA.00001b.r3.5Ag0001986,15,21,23,12,19,2,14,15,29,17,34
AVESA.00001b.r3.5Ag0001987,37,26,24,16,46,40,51,51,43,38,29
AVESA.00001b.r3.5Ag0001988,6,10,8,2,3,2,10,8,11,1,4
AVESA.00001b.r3.5Ag0001989,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001990,2,8,8,4,2,0,4,10,7,5,7
AVESA.00001b.r3.5Ag0001991,23,11,6,8,8,0,4,4,8,10,12
AVESA.00001b.r3.5Ag0001992,18,23,24,29,26,10,49,43,48,30,32
AVESA.00001b.r3.5Ag0001993,2,10,2,0,7,8,8,5,6,3,10
AVESA.00001b.r3.5Ag0001994,22,10,11,10,18,6,9,17,49,10,20
AVESA.00001b.r3.5Ag0001995,72,111,112,84,64,6,87,92,101,70,134
AVESA.00001b.r3.5Ag0001996,20,10,22,17,17,2,11,21,25,23,35
AVESA.00001b.r3.5Ag0001997,5,6,4,0,5,7,4,5,2,3,3
AVESA.00001b.r3.5Ag0001998,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0001999,9,24,26,16,12,2,16,18,22,21,32
AVESA.00001b.r3.5Ag0002000,97,200,246,170,160,49,172,153,200,167,213
AVESA.00001b.r3.5Ag0002001,0,2,0,0,0,0,0,1,5,0,0
AVESA.00001b.r3.5Ag0002002,8,10,11,8,10,4,10,4,5,13,10
AVESA.00001b.r3.5Ag0002003,55,95,60,49,64,16,53,47,71,50,59
AVESA.00001b.r3.5Ag0002004,2,8,6,0,2,0,2,2,2,3,2
AVESA.00001b.r3.5Ag0002005,21,19,15,21,15,17,20,16,32,11,25
AVESA.00001b.r3.5Ag0002006,1,0,2,0,0,0,2,0,2,0,0
AVESA.00001b.r3.5Ag0002007,18,3,10,7,1,4,4,5,14,6,12
AVESA.00001b.r3.5Ag0002008,0,1,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002009,8,2,8,1,1,2,2,2,8,2,6
AVESA.00001b.r3.5Ag0002010,1,4,4,2,0,0,0,2,5,2,2
AVESA.00001b.r3.5Ag0002011,16,0,6,4,1,0,2,9,13,3,14
AVESA.00001b.r3.5Ag0002012,2,0,1,0,4,2,0,3,1,1,6
AVESA.00001b.r3.5Ag0002013,39,32,36,19,34,15,20,21,32,25,39
AVESA.00001b.r3.5Ag0002014,36,16,19,14,11,8,16,15,31,20,35
AVESA.00001b.r3.5Ag0002015,2,0,2,0,0,0,0,1,0,0,0
AVESA.00001b.r3.5Ag0002016,25,23,24,25,31,21,36,26,33,35,51
AVESA.00001b.r3.5Ag0002017,2,8,3,2,2,0,8,2,4,6,10
AVESA.00001b.r3.5Ag0002018,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002019,8,3,10,7,13,0,25,36,13,10,18
AVESA.00001b.r3.5Ag0002020,28,70,39,20,31,6,24,23,41,31,34
AVESA.00001b.r3.5Ag0002021,13,9,17,8,10,6,7,18,12,13,10
AVESA.00001b.r3.5Ag0002022,7,17,28,8,10,0,19,10,17,18,24
AVESA.00001b.r3.5Ag0002023,0,0,0,0,4,0,1,2,4,4,2
AVESA.00001b.r3.5Ag0002024,10,18,13,10,10,0,4,12,22,7,13
AVESA.00001b.r3.5Ag0002025,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002026,19,21,12,13,18,0,26,28,23,23,26
AVESA.00001b.r3.5Ag0002027,30,37,44,22,21,2,34,49,55,34,55
AVESA.00001b.r3.5Ag0002028,2,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002029,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002030,0,2,2,0,2,0,1,0,0,0,5
AVESA.00001b.r3.5Ag0002031,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002032,0,0,2,1,0,0,0,1,1,2,0
AVESA.00001b.r3.5Ag0002033,4,0,0,2,1,0,0,0,0,0,2
AVESA.00001b.r3.5Ag0002034,6,4,4,2,0,0,2,3,8,3,4
AVESA.00001b.r3.5Ag0002035,6,12,4,17,11,2,21,12,17,17,9
AVESA.00001b.r3.5Ag0002036,0,0,1,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002037,44,43,47,29,33,21,39,37,62,45,50
AVESA.00001b.r3.5Ag0002038,13,16,23,9,15,11,4,6,7,16,6
AVESA.00001b.r3.5Ag0002039,0,0,0,0,0,0,2,2,2,0,0
AVESA.00001b.r3.5Ag0002040,6,8,7,8,6,0,2,1,0,5,2
AVESA.00001b.r3.5Ag0002041,60,35,50,33,43,63,31,54,68,35,35
AVESA.00001b.r3.5Ag0002042,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002043,2,2,0,0,2,2,2,1,0,3,2
AVESA.00001b.r3.5Ag0002044,103,99,137,111,103,29,99,126,212,85,150
AVESA.00001b.r3.5Ag0002045,20,30,22,18,16,5,18,22,42,19,20
AVESA.00001b.r3.5Ag0002046,30,23,36,16,34,6,35,19,43,29,54
AVESA.00001b.r3.5Ag0002047,4,8,2,4,4,2,2,5,7,2,5
AVESA.00001b.r3.5Ag0002048,4,4,6,4,4,5,10,8,7,3,2
AVESA.00001b.r3.5Ag0002049,217,129,207,119,202,61,213,260,235,118,233
AVESA.00001b.r3.5Ag0002050,96,96,146,106,86,31,92,71,164,80,119
AVESA.00001b.r3.5Ag0002051,26,27,29,24,47,9,25,25,33,28,34
AVESA.00001b.r3.5Ag0002052,34,23,40,43,29,19,39,20,72,39,52
AVESA.00001b.r3.5Ag0002053,9,6,6,7,12,0,13,17,8,7,5
AVESA.00001b.r3.5Ag0002054,26,19,14,4,8,3,8,14,28,12,8
AVESA.00001b.r3.5Ag0002055,13,23,14,12,16,0,18,28,22,16,17
AVESA.00001b.r3.5Ag0002056,2,4,6,4,0,0,2,4,2,6,7
AVESA.00001b.r3.5Ag0002057,0,0,4,2,5,0,0,2,0,0,0
AVESA.00001b.r3.5Ag0002058,9,6,10,6,8,10,21,7,0,9,4
AVESA.00001b.r3.5Ag0002059,4,1,1,0,1,0,7,1,1,0,2
AVESA.00001b.r3.5Ag0002060,85,163,147,92,101,20,118,106,152,140,152
AVESA.00001b.r3.5Ag0002061,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002062,1,0,0,8,2,0,1,4,0,4,5
AVESA.00001b.r3.5Ag0002063,25,34,29,21,27,5,36,20,30,32,53
AVESA.00001b.r3.5Ag0002064,26,41,52,43,26,10,30,40,49,42,54
AVESA.00001b.r3.5Ag0002065,4,4,17,16,4,0,4,8,14,2,4
AVESA.00001b.r3.5Ag0002066,5,15,8,3,5,2,19,9,12,18,11
AVESA.00001b.r3.5Ag0002067,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002068,455,455,469,218,290,84,239,206,548,394,460
AVESA.00001b.r3.5Ag0002069,2,6,9,6,0,2,9,11,0,5,9
AVESA.00001b.r3.5Ag0002070,50,21,47,34,19,8,31,20,40,29,60
AVESA.00001b.r3.5Ag0002071,9,4,5,2,10,0,11,17,9,1,3
AVESA.00001b.r3.5Ag0002072,15,18,16,10,13,5,11,24,33,29,37
AVESA.00001b.r3.5Ag0002073,5,2,2,4,0,0,2,7,5,5,2
AVESA.00001b.r3.5Ag0002074,11,11,4,6,6,2,0,6,7,6,4
AVESA.00001b.r3.5Ag0002075,42,48,36,30,77,20,65,45,35,68,71
AVESA.00001b.r3.5Ag0002076,27,34,37,49,23,4,44,37,50,30,56
AVESA.00001b.r3.5Ag0002077,300,386,298,231,276,269,189,163,352,240,275
AVESA.00001b.r3.5Ag0002078,36,93,72,78,86,28,86,76,100,76,91
AVESA.00001b.r3.5Ag0002079,16,6,3,4,5,0,18,24,20,7,4
AVESA.00001b.r3.5Ag0002080,6,14,12,2,23,0,17,16,10,12,10
AVESA.00001b.r3.5Ag0002081,22,30,14,22,14,12,20,18,34,19,26
AVESA.00001b.r3.5Ag0002082,0,0,0,0,0,0,0,0,2,0,0
AVESA.00001b.r3.5Ag0002083,13,11,7,17,8,6,10,5,10,6,8
AVESA.00001b.r3.5Ag0002084,20,43,24,21,15,0,29,13,38,43,32
AVESA.00001b.r3.5Ag0002085,4,4,0,6,6,0,11,5,5,9,2
AVESA.00001b.r3.5Ag0002086,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002087,6,5,10,5,11,0,8,4,13,12,18
AVESA.00001b.r3.5Ag0002088,139,153,145,115,120,40,162,162,226,105,221
AVESA.00001b.r3.5Ag0002089,18,12,30,23,17,13,20,22,24,20,26
AVESA.00001b.r3.5Ag0002090,0,0,0,0,0,0,4,1,0,0,0
AVESA.00001b.r3.5Ag0002091,0,4,8,10,6,2,2,13,13,4,4
AVESA.00001b.r3.5Ag0002092,2,1,0,0,2,0,0,1,0,6,0
AVESA.00001b.r3.5Ag0002093,0,0,0,0,1,0,2,0,0,0,2
AVESA.00001b.r3.5Ag0002094,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002095,12,8,10,14,8,5,12,24,9,7,16
AVESA.00001b.r3.5Ag0002096,120,94,112,76,86,104,93,102,129,80,118
AVESA.00001b.r3.5Ag0002097,54,6,4,18,10,58,20,19,16,4,11
AVESA.00001b.r3.5Ag0002098,20,19,26,8,29,16,11,17,24,14,23
AVESA.00001b.r3.5Ag0002099,2,6,10,0,6,0,0,1,4,2,7
AVESA.00001b.r3.5Ag0002100,27,48,29,39,38,11,41,20,60,25,34
AVESA.00001b.r3.5Ag0002101,80,91,87,48,48,15,57,70,129,54,116
AVESA.00001b.r3.5Ag0002102,179,406,271,320,445,162,335,173,174,271,338
AVESA.00001b.r3.5Ag0002103,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002104,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002105,388,631,667,462,464,111,336,352,820,479,770
AVESA.00001b.r3.5Ag0002106,23,30,32,13,22,7,23,14,48,27,50
AVESA.00001b.r3.5Ag0002107,34,74,92,52,64,5,69,75,85,52,90
AVESA.00001b.r3.5Ag0002108,21,44,17,22,22,26,21,10,38,38,16
AVESA.00001b.r3.5Ag0002109,10,3,4,12,5,9,6,3,4,6,4
AVESA.00001b.r3.5Ag0002110,17,26,28,18,17,11,13,18,30,11,20
AVESA.00001b.r3.5Ag0002111,0,1,4,0,0,2,6,0,3,1,1
AVESA.00001b.r3.5Ag0002112,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002113,163,172,268,199,118,23,132,150,300,161,338
AVESA.00001b.r3.5Ag0002114,10,6,2,8,14,0,6,3,9,3,12
AVESA.00001b.r3.5Ag0002115,4,3,1,0,0,5,3,4,0,2,1
AVESA.00001b.r3.5Ag0002116,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002117,65,63,96,84,88,39,60,62,110,65,95
AVESA.00001b.r3.5Ag0002118,33,27,23,21,18,17,24,51,55,23,28
AVESA.00001b.r3.5Ag0002119,117,58,90,45,77,39,144,123,94,72,81
AVESA.00001b.r3.5Ag0002120,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002121,21,38,45,14,18,4,32,22,37,43,59
AVESA.00001b.r3.5Ag0002122,84,67,74,102,97,104,54,66,49,65,77
AVESA.00001b.r3.5Ag0002123,104,35,50,41,81,12,151,117,90,41,82
AVESA.00001b.r3.5Ag0002124,5,6,2,3,9,10,4,2,10,1,12
AVESA.00001b.r3.5Ag0002125,2,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002126,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002127,9,14,36,23,18,8,17,19,29,18,24
AVESA.00001b.r3.5Ag0002128,21,31,17,5,19,4,28,25,20,20,29
AVESA.00001b.r3.5Ag0002129,11,37,24,22,12,8,23,25,40,27,49
AVESA.00001b.r3.5Ag0002130,4,2,4,8,7,0,6,5,6,8,6
AVESA.00001b.r3.5Ag0002131,21,35,21,10,19,12,7,23,24,4,5
AVESA.00001b.r3.5Ag0002132,4,2,0,4,2,0,4,4,2,5,2
AVESA.00001b.r3.5Ag0002133,78,57,87,56,65,16,46,56,85,78,99
AVESA.00001b.r3.5Ag0002134,40,23,10,17,42,25,23,31,18,36,15
AVESA.00001b.r3.5Ag0002135,0,0,0,0,0,0,0,4,3,0,0
AVESA.00001b.r3.5Ag0002136,9,0,0,4,6,2,11,19,15,1,6
AVESA.00001b.r3.5Ag0002137,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002138,0,0,0,0,0,0,0,1,2,0,2
AVESA.00001b.r3.5Ag0002139,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002140,2,4,3,12,17,2,32,15,14,7,2
AVESA.00001b.r3.5Ag0002141,33,56,55,45,34,4,28,39,56,44,41
AVESA.00001b.r3.5Ag0002142,12,13,14,7,11,0,5,11,19,10,21
AVESA.00001b.r3.5Ag0002143,9,3,7,6,2,6,7,7,1,6,3
AVESA.00001b.r3.5Ag0002144,194,217,233,219,341,292,386,367,223,234,149
AVESA.00001b.r3.5Ag0002145,27,40,57,53,54,27,142,131,52,62,41
AVESA.00001b.r3.5Ag0002146,4,25,24,9,9,6,19,17,32,15,21
AVESA.00001b.r3.5Ag0002147,2,2,7,7,2,3,2,4,6,4,10
AVESA.00001b.r3.5Ag0002148,0,0,0,2,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0002149,50,51,62,50,40,33,58,52,71,54,86
AVESA.00001b.r3.5Ag0002150,8,6,10,6,6,0,11,9,21,6,16
AVESA.00001b.r3.5Ag0002151,53,58,43,42,41,26,31,52,64,43,39
AVESA.00001b.r3.5Ag0002152,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002153,26,22,37,27,18,14,24,28,35,25,45
AVESA.00001b.r3.5Ag0002154,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002155,28,61,64,36,36,8,24,81,61,62,91
AVESA.00001b.r3.5Ag0002156,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002157,15,8,13,18,14,8,21,16,22,16,19
AVESA.00001b.r3.5Ag0002158,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002159,20,36,11,25,23,16,21,23,44,21,33
AVESA.00001b.r3.5Ag0002160,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002161,4,9,9,7,15,8,11,4,5,9,26
AVESA.00001b.r3.5Ag0002162,17,16,14,13,8,4,14,6,22,13,19
AVESA.00001b.r3.5Ag0002163,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002164,18,25,41,18,13,2,25,20,30,25,31
AVESA.00001b.r3.5Ag0002165,6,0,2,2,0,2,4,0,6,1,6
AVESA.00001b.r3.5Ag0002166,36,15,12,28,9,2,16,36,20,39,22
AVESA.00001b.r3.5Ag0002167,12,0,7,3,4,4,6,7,3,3,8
AVESA.00001b.r3.5Ag0002168,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002169,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002170,0,0,0,0,0,0,2,2,0,0,0
AVESA.00001b.r3.5Ag0002171,2,0,0,4,0,2,0,2,2,0,0
AVESA.00001b.r3.5Ag0002172,19,267,126,89,218,20,158,168,59,212,90
AVESA.00001b.r3.5Ag0002173,3,10,4,0,10,0,3,3,4,5,4
AVESA.00001b.r3.5Ag0002174,7,2,2,4,2,8,2,2,2,1,2
AVESA.00001b.r3.5Ag0002175,29,53,43,39,45,25,32,26,61,42,57
AVESA.00001b.r3.5Ag0002176,39,50,46,26,34,16,30,14,43,22,47
AVESA.00001b.r3.5Ag0002177,128,115,159,134,129,53,87,123,166,104,133
AVESA.00001b.r3.5Ag0002178,180,345,176,191,319,449,299,371,130,384,191
AVESA.00001b.r3.5Ag0002179,25,6,26,17,13,2,44,19,23,25,26
AVESA.00001b.r3.5Ag0002180,31,8,49,38,32,14,77,65,55,19,35
AVESA.00001b.r3.5Ag0002181,2,3,11,1,13,0,23,4,8,5,12
AVESA.00001b.r3.5Ag0002182,3,0,2,0,2,4,13,10,0,0,2
AVESA.00001b.r3.5Ag0002183,6,11,12,13,19,0,12,8,15,5,26
AVESA.00001b.r3.5Ag0002184,60,52,77,31,62,47,56,65,67,48,52
AVESA.00001b.r3.5Ag0002185,20,24,22,17,18,5,20,18,22,22,43
AVESA.00001b.r3.5Ag0002186,7,6,7,5,5,2,7,10,14,3,14
AVESA.00001b.r3.5Ag0002187,0,0,0,0,0,0,0,3,0,0,0
AVESA.00001b.r3.5Ag0002188,2,2,0,2,0,0,4,1,4,3,5
AVESA.00001b.r3.5Ag0002189,41,48,64,52,14,5,49,49,53,25,47
AVESA.00001b.r3.5Ag0002190,34,60,46,57,47,14,42,55,53,40,56
AVESA.00001b.r3.5Ag0002191,19,39,59,19,28,0,33,32,37,21,38
AVESA.00001b.r3.5Ag0002192,2,8,6,16,8,0,4,14,16,18,12
AVESA.00001b.r3.5Ag0002193,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002194,16,17,12,13,8,0,13,13,20,3,20
AVESA.00001b.r3.5Ag0002195,0,0,0,0,2,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002196,4,4,2,0,16,0,15,4,6,8,13
AVESA.00001b.r3.5Ag0002197,6,22,24,16,9,0,16,12,21,11,10
AVESA.00001b.r3.5Ag0002198,4,10,5,9,2,0,1,6,14,7,9
AVESA.00001b.r3.5Ag0002199,47,43,88,68,49,10,89,63,64,58,86
AVESA.00001b.r3.5Ag0002200,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002201,135,263,113,137,247,66,233,250,177,163,177
AVESA.00001b.r3.5Ag0002202,22,18,25,16,10,2,8,14,32,13,22
AVESA.00001b.r3.5Ag0002203,2,12,19,13,0,0,3,9,12,6,11
AVESA.00001b.r3.5Ag0002204,14,9,20,16,3,2,11,6,29,12,18
AVESA.00001b.r3.5Ag0002205,188,283,345,299,164,72,248,283,223,234,345
AVESA.00001b.r3.5Ag0002206,4,4,4,2,6,2,2,4,1,3,2
AVESA.00001b.r3.5Ag0002207,7,8,7,5,5,4,7,3,10,5,7
AVESA.00001b.r3.5Ag0002208,6,8,6,10,8,4,4,3,6,4,10
AVESA.00001b.r3.5Ag0002209,0,2,0,0,0,0,0,1,0,0,1
AVESA.00001b.r3.5Ag0002210,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002211,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002212,4,0,0,0,6,0,0,1,2,2,0
AVESA.00001b.r3.5Ag0002213,0,0,2,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002214,9,15,24,3,4,6,13,7,16,4,13
AVESA.00001b.r3.5Ag0002215,36,15,22,33,33,26,18,12,23,11,24
AVESA.00001b.r3.5Ag0002216,75,71,85,88,61,20,76,78,85,54,110
AVESA.00001b.r3.5Ag0002217,7,6,24,9,12,4,28,20,14,19,21
AVESA.00001b.r3.5Ag0002218,44,48,48,70,20,18,31,34,57,32,61
AVESA.00001b.r3.5Ag0002219,30,14,43,19,17,4,24,35,56,17,47
AVESA.00001b.r3.5Ag0002220,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002221,0,0,0,0,0,0,0,0,0,1,0
AVESA.00001b.r3.5Ag0002222,16,25,15,21,36,24,22,31,26,19,33
AVESA.00001b.r3.5Ag0002223,12,7,8,0,4,1,2,1,11,6,2
AVESA.00001b.r3.5Ag0002224,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002225,8,2,12,8,6,2,6,2,10,6,14
AVESA.00001b.r3.5Ag0002226,0,0,2,0,0,0,2,0,0,0,2
AVESA.00001b.r3.5Ag0002227,19,30,26,24,26,18,26,34,23,23,28
AVESA.00001b.r3.5Ag0002228,186,526,360,496,390,206,500,509,333,503,383
AVESA.00001b.r3.5Ag0002229,0,2,0,0,2,0,0,0,0,1,2
AVESA.00001b.r3.5Ag0002230,2,0,1,0,0,0,0,1,2,0,6
AVESA.00001b.r3.5Ag0002231,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002232,10,15,4,8,10,2,10,4,11,7,25
AVESA.00001b.r3.5Ag0002233,17,25,20,9,12,4,27,18,32,16,28
AVESA.00001b.r3.5Ag0002234,0,0,0,0,0,0,0,0,0,0,2
AVESA.00001b.r3.5Ag0002235,36,39,57,18,30,4,29,70,70,41,60
AVESA.00001b.r3.5Ag0002236,0,0,0,0,0,0,2,0,4,0,1
AVESA.00001b.r3.5Ag0002237,4,0,0,4,2,2,2,3,5,5,2
AVESA.00001b.r3.5Ag0002238,16,9,4,6,4,1,3,1,0,4,12
AVESA.00001b.r3.5Ag0002239,8,16,5,2,3,3,1,3,4,8,2
AVESA.00001b.r3.5Ag0002240,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002241,8,21,11,2,4,11,8,6,7,21,10
AVESA.00001b.r3.5Ag0002242,0,1,4,0,0,0,0,1,0,0,2
AVESA.00001b.r3.5Ag0002243,0,0,2,0,0,0,2,0,0,0,0
AVESA.00001b.r3.5Ag0002244,3,1,5,1,5,2,7,8,0,2,7
AVESA.00001b.r3.5Ag0002245,85,81,80,54,63,18,68,53,102,85,91
AVESA.00001b.r3.5Ag0002246,4,0,2,0,0,2,0,1,2,5,0
AVESA.00001b.r3.5Ag0002247,0,0,2,0,0,0,1,0,0,0,0
AVESA.00001b.r3.5Ag0002248,45,30,43,37,48,31,54,60,56,21,29
AVESA.00001b.r3.5Ag0002249,8,3,0,8,2,14,4,5,7,4,4
AVESA.00001b.r3.5Ag0002250,0,4,0,0,1,2,4,0,2,0,0
AVESA.00001b.r3.5Ag0002251,13,17,31,14,22,8,11,17,40,17,35
AVESA.00001b.r3.5Ag0002252,1,1,1,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002253,42,88,44,62,59,14,49,37,34,57,55
AVESA.00001b.r3.5Ag0002254,89,111,116,90,128,55,93,78,140,122,169
AVESA.00001b.r3.5Ag0002255,2,11,3,12,2,4,11,5,5,6,0
AVESA.00001b.r3.5Ag0002256,43,41,31,35,14,17,20,39,39,23,61
AVESA.00001b.r3.5Ag0002257,3,5,0,6,2,0,0,2,4,6,4
AVESA.00001b.r3.5Ag0002258,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002259,0,0,13,7,8,2,8,3,11,4,10
AVESA.00001b.r3.5Ag0002260,8,3,6,6,6,4,9,16,11,4,6
AVESA.00001b.r3.5Ag0002261,3,1,4,0,5,0,6,1,1,2,6
AVESA.00001b.r3.5Ag0002262,4,1,4,0,9,0,2,1,0,0,7
AVESA.00001b.r3.5Ag0002263,0,6,2,2,0,0,1,7,2,1,0
AVESA.00001b.r3.5Ag0002264,7,0,2,0,0,0,0,1,2,1,11
AVESA.00001b.r3.5Ag0002265,195,255,253,149,179,41,182,146,303,236,339
AVESA.00001b.r3.5Ag0002266,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002267,0,0,0,0,1,0,1,1,0,0,0
AVESA.00001b.r3.5Ag0002268,0,0,2,0,1,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002269,0,0,0,0,0,0,2,7,3,5,0
AVESA.00001b.r3.5Ag0002270,0,0,0,0,0,0,2,9,0,0,0
AVESA.00001b.r3.5Ag0002271,0,1,0,0,1,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002272,4,8,0,10,6,0,0,3,0,1,4
AVESA.00001b.r3.5Ag0002273,0,0,0,0,0,0,0,0,0,0,0
AVESA.00001b.r3.5Ag0002274,0,0,0,0,0,0,0,0,0,0,0
